"description","label","type","value","key","id","created_date","updated_date","created_by_id","created_by","is_sample"
"","page_garage_enabled","string","true","page_garage_enabled","69e264246932e25406f30234","2026-04-17T16:47:32.094000","2026-05-11T20:20:36.200000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","page_calculator_enabled","string","true","page_calculator_enabled","69e26424b0034f96f3099816","2026-04-17T16:47:32.093000","2026-05-11T20:20:37.898000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","page_partenaires_enabled","string","true","page_partenaires_enabled","69e26423c8c35fec22e34fd6","2026-04-17T16:47:31.672000","2026-06-24T13:13:51.212000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","page_parrainage_enabled","string","true","page_parrainage_enabled","69e26423c41a97dd8a5c2653","2026-04-17T16:47:31.625000","2026-06-24T13:13:52.159000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","page_contact_enabled","string","true","page_contact_enabled","69e2641ccb0bb123845b0c12","2026-04-17T16:47:24.167000","2026-06-24T13:13:42.986000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","page_portfolio_enabled","string","true","page_portfolio_enabled","69e264008b28234eaba3f2e0","2026-04-17T16:46:56.778000","2026-05-11T20:20:18.447000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","page_services_enabled","string","true","page_services_enabled","69e26400af887aad19a36243","2026-04-17T16:46:56.716000","2026-06-24T13:13:41.405000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","page_homepage_enabled","string","true","page_homepage_enabled","69e263e674f3a0fe07fac23a","2026-04-17T16:46:30.818000","2026-05-11T20:20:17.315000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","page_espace_client_enabled","string","true","page_espace_client_enabled","69e25cb66a3b9c911b18ba21","2026-04-17T16:15:50.891000","2026-06-24T13:13:49.530000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","page_avant_apres_enabled","string","true","page_avant_apres_enabled","69e160873da6a962250638e5","2026-04-16T22:19:51.906000","2026-05-11T20:20:33.758000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","page_donation_enabled","string","true","page_donation_enabled","69e152665dad5e772984108c","2026-04-16T21:19:34.865000","2026-05-11T20:20:35.665000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","Tâche 4 — terminée","boolean","false","maintenance_check_4_done","69e13efe1888b0b94d4eaea0","2026-04-16T19:56:46.819000","2026-06-29T07:25:42.725000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","Tâche 4 — libellé","string","✨ allumage des système","maintenance_check_4","69e13efe6e3bd0e13baf960e","2026-04-16T19:56:46.475000","2026-06-29T07:25:42.461000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","Tâche 3 — terminée","boolean","false","maintenance_check_3_done","69e13efe11a622bec2e8373d","2026-04-16T19:56:46.222000","2026-06-29T07:25:42.094000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","Tâche 3 — libellé","string","🚀 copie du site","maintenance_check_3","69e13efed2eb0d7287cd6883","2026-04-16T19:56:46.005000","2026-06-29T07:25:41.853000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","Tâche 2 — terminée","boolean","false","maintenance_check_2_done","69e13efd969863116183e57b","2026-04-16T19:56:45.762000","2026-06-29T07:25:41.493000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","Tâche 2 — libellé","string","⚙️ copie des réglages","maintenance_check_2","69e13efd4187b3c0e6a4fa27","2026-04-16T19:56:45.462000","2026-06-29T07:25:41.145000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","Tâche 1 — terminée","boolean","true","maintenance_check_1_done","69e13efd012717c220b4280c","2026-04-16T19:56:45.212000","2026-06-29T07:25:40.756000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","Tâche 1 — libellé","string","🛡️copie des données utilisateurs (RGPD)","maintenance_check_1","69e13efc51e545e84d899141","2026-04-16T19:56:44.963000","2026-06-29T07:25:40.317000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"Pourcentage de progression affiché sur la page (0–100)","Progression (%)","string","10","maintenance_progress","69e13efc58e797619fd5f200","2026-04-16T19:56:44.662000","2026-06-29T07:25:40.071000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"Texte affiché sous le titre sur la page de maintenance","Message de la page maintenance","string","Migration des systèmes","maintenance_message","69e13efce1bbb414061b547c","2026-04-16T19:56:44.370000","2026-06-29T07:25:39.810000","69dc30ac2d08bb76c02ad541","contact@brenneaerial.fr","false"
"","stat_1_val","string","0","stat_1_val","69deb90a650783650fdab961","2026-04-14T22:00:42.734000","2026-04-14T22:00:42.734000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","weather_location","string","Mézières-en-Brenne ","weather_location","69deb4155333c07a5631a0fa","2026-04-14T21:39:33.126000","2026-04-14T21:39:33.126000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","garage_matrice_name","string","Stephanie de la RH","garage_matrice_name","69deb400b3a4d0ee0642aca9","2026-04-14T21:39:12.009000","2026-05-14T06:46:40.436000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","weather_widget_enabled","string","false","weather_widget_enabled","69deb3bb882e5d6e1997e74b","2026-04-14T21:38:03.807000","2026-06-23T23:25:51.599000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","","boolean","true","certifications_enabled","69dc0a318467c4e4b73b3133","2026-04-12T21:10:09.988000","2026-06-02T10:23:41.603000","69da884eeb5fb06c41bad916","contact@brenneaerial.fr","false"
"","Page Planning","boolean","true","page_planning_enabled","69cc27ad861577338f2c79e8","2026-03-31T19:59:41.528000","2026-06-24T13:13:44.933000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","Page Blog","boolean","true","page_blog_enabled","69cc27ac9282d3f9c0888156","2026-03-31T19:59:40.048000","2026-05-11T20:20:21.671000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","Page Devis","boolean","true","page_quote_enabled","69cc27aa63e689b1dae13436","2026-03-31T19:59:38.238000","2026-06-24T13:13:45.844000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","Devis","boolean","true","quotes_enabled","69cc264578de4180204b8abd","2026-03-31T19:53:41.183000","2026-04-08T13:37:39.753000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","Page Messages","boolean","true","page_messages_enabled","69cc2612b19d9ebeadea1335","2026-03-31T19:52:50.561000","2026-06-24T13:13:48.713000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"","Page Découvrir","boolean","true","page_discover_enabled","69cc261142c69ede5808dc37","2026-03-31T19:52:49.338000","2026-06-24T13:13:47.660000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"Autoriser les nouvelles inscriptions","Inscriptions ouvertes","boolean","true","registration_open","69c5c6b39a6e2487c52c5081","2026-03-26T23:52:19.604000","2026-06-29T07:25:25.778000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"Message affiché en haut du site (vide = pas de bandeau)","Bandeau d'information","string","","site_notice","69c5c6b07f11cc6f5630fa05","2026-03-26T23:52:16.694000","2026-06-29T07:25:26.768000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"Affiche une page de maintenance pour les visiteurs","Mode maintenance","boolean","true","maintenance_mode","69c5c67a89b21dceb6fd40a7","2026-03-26T23:51:22.215000","2026-06-29T07:25:25.452000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"Activer / désactiver la page découverte","Découverte activée","boolean","true","discover_enabled","69c5c4f158fa0736134cb227","2026-03-26T23:44:49.705000","2026-06-29T07:25:26.314000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
"Activer / désactiver la messagerie entre utilisateurs","Messagerie activée","boolean","true","messaging_enabled","69c5c4dd8864506ce1e39eeb","2026-03-26T23:44:29.326000","2026-06-29T07:25:26.076000","69c5c081406b9e20deaed583","contact.astuceson@gmail.com","false"
